arabic,arabic_romanization,hebrew,hebrew_romanization,pansemitic,layers
بُسَد,busad,בָּשָׂר,basár,basar,shared_borrowing_source
بُسْر,busr,בֹּסֶר,bóser,busir,direct_cognate_ar→he;lemma_promoted
بُسْطُن,busṭun,בּוֹסְטוֹן,bóston,bastan,shared_borrowing_source
بُشَارَة,bušāra,בְּשׂוֹרָה,b'sorá,busara,direct_cognate_ar→he
بُطُل,buṭul,בִּטֵּל,bitél,baṭal,lemma_promoted
بُطُل,buṭul,בָּטֵל,batél,baṭal,lemma_promoted
بُطُل,buṭul,בָּטַל,batál,baṭal,lemma_promoted
بُطُل,buṭul,בֻּטַּל,butál,baṭal,lemma_promoted
بُطْل,buṭl,בִּטֵּל,bitél,baṭal,shared_borrowing_source
بُطْل,buṭl,בָּטֵל,batél,baṭal,shared_borrowing_source
بُطْل,buṭl,בָּטַל,batál,baṭal,shared_borrowing_source
بُطْل,buṭl,בֻּטַּל,butál,baṭal,shared_borrowing_source
بُطْم,buṭm,בֹּטֶן,bóten,buṭnu,shared_borrowing_source
بُكًى,bukan,בֶּכִי,békhi,bukan,lemma_promoted
بُكًى,bukan,בָּכָה,bakhá,bukan,direct_cognate_ar→he
بُكَاء,bukāʔ,בֶּכִי,békhi,bukaʔ,direct_cognate_he→ar
بُكَر,bukar,בְּכוֹר,b'khór,bukar,direct_cognate_ar→he
بُكْرَة,bukra,בְּכוֹר,b'khór,bukara,lemma_promoted
بُكْرَةً,bukratan,בְּכוֹר,b'khór,bukaratan,lemma_promoted
بُلْبُل,bulbul,בִּלְבֵּל,bilbél,bulbul,direct_cognate_he→ar
بُنًى,bunan,בְּנִיָּה,bəniyyɔ̂,bunana,lemma_promoted
بُنًى,bunan,בִּנְיָן,binyɔn,bunyan,lemma_promoted
بُنْيَان,bunyān,בִּנְיָן,binyɔn,bunyan,direct_cognate_he→ar
بُهَار,buhār,בַּר,bar,bir,shared_borrowing_source
بُهَار,buhār,בָּאר,bár,bir,shared_borrowing_source
بُهَار,buhār,בָּהָרָט,baharát,baharat,lemma_promoted
بُهَار,buhār,בָּר,bar,bir,shared_borrowing_source
بُهَار,buhār,בּוֹר,bór,bir,shared_borrowing_source
بُهَار,buhār,גִּזְבָּר,gizbár,bir,shared_borrowing_source
بُوتَان,būtān,בְּהוּטָן,bután,butan,shared_borrowing_source
بُوسْطُن,bōsṭon,בּוֹסְטוֹן,bóston,bastan,shared_borrowing_source
بُوص,būṣ,בּוּץ,buts,buṣ,shared_borrowing_source
بُوص,būṣ,סְפּוֹרְט,spórt,pir,lemma_promoted
بُوص,būṣ,שְׁבַטְבָּט,shvatbat,buṣ,shared_borrowing_source
بُوصَة,būṣa,סְפּוֹרְט,spórt,pir,shared_borrowing_source
بُوصِير,būṣīr,בּוּץ,buts,buṣ,shared_borrowing_source
بُوصِير,būṣīr,שְׁבַטְבָּט,shvatbat,buṣ,shared_borrowing_source
بُوط,būṭ,בִּיט,bit,but,shared_borrowing_source
بُوط,būṭ,בָּאג,bag,biw,shared_borrowing_source
بُوط,būṭ,בֹּץ,bots,buṭ,direct_cognate_he→ar
بُوط,būṭ,בּוֹס,bós,bautana,shared_borrowing_source
بُوقِيصَا,būqīṣā,בּוּקִיצָה,bukítsa,buqiṣa,shared_borrowing_source
بُولَاد,būlād,פְּלָדָה,pladá,palad,shared_borrowing_source
بُولُس,būlus,פּוֹל,pol,paulus,shared_borrowing_source
بِئْر,biʔr,בְּאֵר,be'ér,biʔr,shared_borrowing_source
بِئْر,biʔr,בֵּאֵר,be'ér,biʔr,shared_borrowing_source
بِرُونْز,birūnz,אֶרֶז,érez,wrinjiš,lemma_promoted
بِرُونْز,birūnz,אָרַז,aráz,wrinjiš,lemma_promoted
بِرُونْز,birūnz,אֹרֶז,órez,wrinjiš,shared_borrowing_source
بِرُونْز,birūnz,אוֹרֵז,orez,wrinjiš,shared_borrowing_source
بِرِطَانِيَة,biriṭāniya,בְּרִיטַנְיָה,británya,britania,shared_borrowing_source
بِرِنْج,birinj,אֶרֶז,érez,wrinjiš,lemma_promoted
بِرِنْج,birinj,אָרַז,aráz,wrinjiš,lemma_promoted
بِرِنْج,birinj,אֹרֶז,órez,wrinjiš,shared_borrowing_source
بِرِنْج,birinj,אוֹרֵז,orez,wrinjiš,shared_borrowing_source
بِرِيطانِيَا,birīṭāniyā,בְּרִיטַנְיָה,británya,britania,shared_borrowing_source
بِرّ,birr,בַּר,bar,bar,shared_borrowing_source
بِرّ,birr,בַּר מִינַן,bár minán,bar,shared_borrowing_source
بِرّ,birr,בָּר,bar,bar,shared_borrowing_source
بِرْذَوْن,birḏawn,בָּאג,bag,burda,shared_borrowing_source
بِرْكَار,birkār,סְפּוֹרְט,spórt,pir,shared_borrowing_source
بِزّ,,בּוּץ,buts,buṣ,lemma_promoted
بِزّ,,דַּד,dád,,direct_cognate_ar→he
بِزّ,,זִיז,ziz,,direct_cognate_ar→he
بِزّ,,שְׁבַטְבָּט,shvatbat,buṣ,lemma_promoted
بِشَارَة,bišāra,בְּשׂוֹרָה,b'sorá,bisara,direct_cognate_ar→he
بِضْع,biḍʕ,בֶּצַע,bétsa,biṣaʕ,direct_cognate_he→ar
بِطِّيخ,biṭṭīḵ,אֲבַטִּיחַ,avatíakh,ʔabiṭiax,direct_cognate_ar→he;direct_cognate_he→ar
بِطِّيخ,biṭṭīḵ,רִמּוֹן,rimón,biṭix,direct_cognate_ar→he
بِكِين,bikīn,בֵּייְגִ׳ינְג,beijing,pi²¹⁴⁻²¹ tsin⁵,shared_borrowing_source
بِكْر,bikr,בְּכוֹר,b'khór,bikar,direct_cognate_ar→he;direct_cognate_he→ar
بِكْر,bikr,בִּכּוּר,bikúr,bikur,direct_cognate_he→ar
بِلَا,bilā,בְּלֹא,b'ló,bila,direct_cognate_he→ar
بِلَادُونَا,bilādūnā,פוּל,ful,bliʕ,shared_borrowing_source
بِنًى,binan,בְּנִיָּה,bəniyyɔ̂,binana,lemma_promoted
بِنًى,binan,בִּנְיָן,binyɔn,binyan,lemma_promoted
بِنَاء,bināʔ,בְּנִיָּה,bəniyyɔ̂,binaʔa,direct_cognate_ar→he
بِنْت,bint,בַּת,bat,bint,direct_cognate_ar→he;shared_borrowing_source;lemma_promoted
بِنْت,bint,בָּנוֹת,banót,bint,shared_borrowing_source
بِنْش,benš,בַּנְק,bánk,banki,shared_borrowing_source
بِيتْزَا,bītzā,פִּיצָה,pítsa,pitsa,shared_borrowing_source
بِيتْزَا,bītzā,פִּיתָה,píta,bitza,shared_borrowing_source
بِيجَامَا,bījāmā,פִּיגָ׳מָה,pijáma,pijamaz,shared_borrowing_source
بِيرَة,bīra,בִּירָה,birá,bia,direct_cognate_he→ar;shared_borrowing_source
بِيرُقْرَاطِيَّة,bīruqrāṭiyya,בִּירוֹקְרַטְיָה,berokrátya,byrakrasi,shared_borrowing_source
بِيقِيَّة,bīqiyya,דְּיוֹקָן,d'yokán,wiyk,shared_borrowing_source
بِيكَار,bīkār,סְפּוֹרְט,spórt,pir,shared_borrowing_source
بِيلَارُوس,bīlārūs,בֵּלָארוּס,belarús,bilarus,shared_borrowing_source
بِيلَارُوسِيَا,bīlārūsiyā,בֵּלָארוּס,belarús,bila rus,shared_borrowing_source
بِيه,bēh,אֲבַגְתָא,avagtá,bagah,shared_borrowing_source
بْرَاغ,brāḡ,פְּרָג,prag,praha,shared_borrowing_source
بْلَاسْتِيك,blastīk,פְּלָסְטִיק,plástik,plastikus,shared_borrowing_source
بْلُوتُو,blūtū,פּלוּטוֹ,plúto,plutau,shared_borrowing_source
بْن,bn,אִבְּן,ibn,bin,shared_borrowing_source
بْن,bn,בֵּן,bén,bin,direct_cognate_ar→he;shared_borrowing_source
بْن,bn,בַּר,bar,bin,shared_borrowing_source
بْن,bn,בַּר מִינַן,bár minán,bin,shared_borrowing_source
بْن,bn,בָּר,bar,bin,shared_borrowing_source
بْن,bn,ב־ן,b-n,bin,shared_borrowing_source
بْن,bn,ן׳,,bin,shared_borrowing_source
تَأْرِيخ,taʔrīḵ,תַּאֲרִיךְ,ta'aríkh,taʔrix,shared_borrowing_source
تَابُوت,tābūt,תֵּבָה,tevá,jibat,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
تَاج,tāj,תָּג,tag,xʔrtʔg,shared_borrowing_source
تَارَة,tāra,דַּוָּר,davár,tawra,direct_cognate_ar→he
تَارَة,tāra,דַּר,dar,tara,lemma_promoted
تَارَة,tāra,דָּר,dar,tara,lemma_promoted
تَارَة,tāra,דֹּר,dór,tara,lemma_promoted
تَارَة,tāra,דּוֹר,dor,tara,direct_cognate_ar→he
تَارَة,tāra,דּוּר,dur,tara,direct_cognate_ar→he
تَارَة,tāra,טוּר,túr,tara,direct_cognate_ar→he
تَارَة,tāra,נֶדֶר,néder,nitara,lemma_promoted
تَارَة,tāra,תּוֹר,tór,tara,direct_cognate_ar→he
تَارِيخ,tārīḵ,יָרֵחַ,yaréakh,warx,shared_borrowing_source
تَارِيخ,tārīḵ,תַּאֲרִיךְ,ta'aríkh,tarix,shared_borrowing_source
تَبْرِيز,tabrīz,תבריז,tabriz,tabriz,shared_borrowing_source
تَحْتَ,taḥta,תַּחַת,tákhat,taxta,direct_cognate_ar→he;direct_cognate_he→ar
تَحْتُ,taḥtu,תַּחַת,tákhat,taxatu,direct_cognate_ar→he
تَخْت,taḵt,תָּג,tag,stig,shared_borrowing_source
تَدْمُر,tadmur,תַּדְמוֹר,Tadmór,tadmur,direct_cognate_ar→he;direct_cognate_he→ar
تَرَيْسِيرَاتُوپْس,taraysīrātūps,גַּרְעִין,gar'ín,kirx,shared_borrowing_source
تَرَّ,tarra,שׁוֹר,shor,sawr,shared_borrowing_source;lemma_promoted
تَرَّ,tarra,תּוֹר,tór,tara,direct_cognate_ar→he;lemma_promoted
تَرَّسَ,tarrasa,תְּרִיס,tris,tyrias,shared_borrowing_source
تَرّ,tarr,שׁוֹר,shor,sawr,shared_borrowing_source
تَرّ,tarr,תּוֹר,tór,tar,direct_cognate_ar→he
تَرْجَمَ,tarjama,תִּרְגֵּם,tirgém,targama,direct_cognate_ar→he;direct_cognate_he→ar
تَلَّ,talla,תֵּל,tél,tal,lemma_promoted
تَلَّ,talla,תַּיִל,táyil,tal,lemma_promoted
تَلّ,tall,תֵּל,tél,tal,shared_borrowing_source
تَلّ,tall,תַּיִל,táyil,tal,shared_borrowing_source
تَمَام,tamām,תָּמִים,tamím,tamam,direct_cognate_ar→he;direct_cognate_he→ar
تَمَرَّدَ,tamarrada,מֶרֶד,méred,marad,direct_cognate_he→ar;shared_borrowing_source
تَمَرَّدَ,tamarrada,מַרְדָנוּת,,marad,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source;lemma_promoted
تَمَرَّدَ,tamarrada,מָרַד,marád,marad,direct_cognate_he→ar;shared_borrowing_source
تَمَرُّد,tamarrud,מַרְדָנוּת,,,direct_cognate_he→ar
تَمَلَّأَ,tamallaʔa,הִתְמַלֵּא,hitmalé,hitamalaʔa,direct_cognate_ar→he
تَمَّ,tamma,תַּם,tám,tama,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
تَمَّ,tamma,תָּם,tám,tama,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
تَمَّ,tamma,תָּמִים,tamím,tamam,lemma_promoted
تَمَّ,tamma,תֹּם,tóm,tama,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
تَمُّوز,tammūz,תַּמּוּז,tamúz,duʔzu/duzu,shared_borrowing_source
تَمّ,tamm,תַּם,tám,tam,direct_cognate_ar→he
تَمّ,tamm,תָּם,tám,tam,direct_cognate_ar→he
تَمّ,tamm,תָּמִים,tamím,tamim,lemma_promoted
تَمّ,tamm,תֹּם,tóm,tam,direct_cognate_ar→he
تَمْر,tamr,שֶׁמֶר,shémer,samar,shared_borrowing_source
تَمْر,tamr,שָׁמַר,shamár,samar,shared_borrowing_source
تَمْر,tamr,תָּמָר,tamár,tamar,shared_borrowing_source
تَمْرِين,tamrīn,תִּמְרוֹן,timrón,tamrin,shared_borrowing_source
تَنُّور,tannūr,תַּנּוּר,tanúr,tinurum,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
تَنْبَل,tanbal,טֶמְבֶּל,témbel,tanbal,shared_borrowing_source
تَنْبَلَ,tanbala,טֶמְבֶּל,témbel,tanbala,shared_borrowing_source
تَنْدَة,tanda,אַנְטֶנָה,anténa,tin,shared_borrowing_source
تَنْدَة,tanda,טֶנְדֶּר,ténder,tinda,shared_borrowing_source
تَنْدَة,tanda,טַיְץ,táyts,tin,shared_borrowing_source
تَنْدَة,tanda,תַּיִל,táyil,tin,shared_borrowing_source
تَنْوِين,tanwīn,תַּנְוִין,tanwín,tanwin,shared_borrowing_source
تَهَتْلَرَ,tahatlara,הִיטְלֶר,hítler,hitla,shared_borrowing_source
تَوَكَّلَ,tawakkala,יָכֹל,yakhól,wakal,direct_cognate_ar→he;shared_borrowing_source
تَوْأَم,tawʔam,תְּאוֹם,te'óm,tawʔam,direct_cognate_ar→he;direct_cognate_he→ar
تَيَّار,tayyār,תֹּאַר,to'ár,tayar,direct_cognate_ar→he
تَيْس,tays,תַּיִשׁ,táyish,tayis,direct_cognate_he→ar
تُرُنْج,turunj,אֶתְרוֹג,etróg,matulunga,direct_cognate_he→ar;shared_borrowing_source
تُرّ,turr,שׁוֹר,shor,sawr,shared_borrowing_source;lemma_promoted
تُرّ,turr,תּוֹר,tór,tur,direct_cognate_ar→he;lemma_promoted
تُرْجُمَان,turjumān,תֻּרְגְּמָן,turg'mán,turguman,direct_cognate_ar→he;direct_cognate_he→ar
تُرْس,turs,תְּרִיס,tris,tyrias,shared_borrowing_source
تُفَّاح,tuffāḥ,תַּפּוּחַ,tapúakh,tufuax,direct_cognate_he→ar
تُنّ,tunn,טוֹנָה,tóna,tun,shared_borrowing_source
تُنّ,tunn,טוּנָה,túna,tun,shared_borrowing_source
تِبْن,tibn,תֶּבֶן,téven,tibin,direct_cognate_ar→he;direct_cognate_he→ar
تِرْس,tirs,שַׁעַר,shá'ar,dwir,shared_borrowing_source
تِرْسَة,tirsa,תְּרִיס,tris,tyrias,shared_borrowing_source
تِسْع,tisʕ,תִּשְׁעָה,tish'á,tišʕ,shared_borrowing_source
تِسْعَة,tisʕa,תִּשְׁעָה,tish'á,tišʕ,shared_borrowing_source;lemma_promoted
تِسْعَة,tisʕa,תֵּשַׁע,tésha',tišʕ,shared_borrowing_source
تِسْعُون,tisʕūn,תִּשְׁעִים,tišʻīm,tisʕun,direct_cognate_he→ar
تِقن,tiqn,תִּקֵּן,tikén,tiqin,direct_cognate_he→ar
تِقن,tiqn,תִּקּוּן,tikún,tiqun,direct_cognate_he→ar
تِقن,tiqn,תֶּקֶן,téken,tiqin,direct_cognate_ar→he;direct_cognate_he→ar
تِقْنِيَة,tiqniya,טֶסְט,test,titk,shared_borrowing_source
تِلِغْرَاف,tiliḡrāf,טֶלֶגְרָף,télegraf,tiligraf,shared_borrowing_source
تِلِفُون,tilifūn,טֵלֵפוֹן,télefon,tilifan,shared_borrowing_source
تِلِفِزْيُون,tilifizyūn,טֶלֶוִיזְיָה,televízya,tiliwijan,shared_borrowing_source
تِلْفَاز,tilfāz,טֶלֶוִיזְיָה,televízya,tiliwijan,shared_borrowing_source
تِلْمِيذ,tilmīḏ,תַּלְמִיד,talmíd,talmid,shared_borrowing_source
تِمْسَاح,timsāḥ,תִּמְסָח,timsakh,timsax,shared_borrowing_source
تِنِس,tinis,טֵנִיס,ténis,tinis,shared_borrowing_source
تِهَامَة,tihāma,תְּהוֹם,t'hóm,tiham,shared_borrowing_source
تِين,tīn,תְּאֵנָה,te'ená,tiʔin,direct_cognate_he→ar;shared_borrowing_source
تِيَاتْر,tiyātr,תֵּאַטְרוֹן,teatrón,tiatran,shared_borrowing_source
تْرَانْزِسْتُور,tranzistur,טְרַנְזִיסְטוֹר,tranzístor,tranzistar,shared_borrowing_source
تْسَار,tsār,צָאר,tsár,tsar,shared_borrowing_source
تْسَار,tsār,קֵיסָר,kesár,kaisar,shared_borrowing_source
ثَابَ,ṯāba,שָׁב,sháv,saba,direct_cognate_he→ar
ثَارَ,ṯāra,שׁוֹר,shor,sawr,lemma_promoted
ثَانٍ,ṯānin,שְׁנִיָּה,sh'niyá,sanina,lemma_promoted
ثَانٍ,ṯānin,שְׁנֵי,shnei,sanin,lemma_promoted
ثَانٍ,ṯānin,שִׁנִּי,shiní,sanin,lemma_promoted
ثَانٍ,ṯānin,שֵׁנִי,shení,sanin,lemma_promoted
ثَانٍ,ṯānin,שָׁנִי,shaní,sanin,lemma_promoted
ثَانٍ,ṯānin,שֹׁנִי,shóni,sanin,lemma_promoted
ثَانِيَة,ṯāniya,שְׁנִיָּה,sh'niyá,saniya,direct_cognate_he→ar
ثَانِيَة,ṯāniya,שְׁנֵי,shnei,saniya,lemma_promoted
ثَانِيَة,ṯāniya,שִׁנִּי,shiní,saniya,lemma_promoted
ثَانِيَة,ṯāniya,שֵׁנִי,shení,saniya,lemma_promoted
ثَانِيَة,ṯāniya,שָׁנִי,shaní,saniya,lemma_promoted
ثَانِيَة,ṯāniya,שֹׁנִי,shóni,saniya,lemma_promoted
ثَبَرَ,ṯabara,שִׁבֵּר,shibér,sabar,direct_cognate_he→ar;shared_borrowing_source
ثَبَرَ,ṯabara,שֶׁבֶר,shéver,sabar,direct_cognate_he→ar;shared_borrowing_source
ثَبَرَ,ṯabara,שָׁבַר,shavár,sabar,direct_cognate_he→ar;shared_borrowing_source
ثَبَرَ,ṯabara,שֻׁבַּר,shubár,sabar,direct_cognate_he→ar;shared_borrowing_source
ثَدِيَ,ṯadiya,שָׁד,shad,sadaʔa,direct_cognate_ar→he;shared_borrowing_source
ثَدْي,ṯady,שָׁד,shad,sadaʔa,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
ثَرِيد,ṯarīd,אִטְרִיָּה,itriyá,ʔitrian,shared_borrowing_source
ثَعْلَب,ṯaʕlab,שׁוּעָל,shu'ál,saʕlab,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
ثَقَلَ,ṯaqala,שֶׁקֶל,shékel,saqala,direct_cognate_ar→he;lemma_promoted
ثَقَلَ,ṯaqala,שָׁקַל,shakál,saqala,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source;lemma_promoted
ثَقَّلَ,ṯaqqala,שֶׁקֶל,shékel,saqala,lemma_promoted
ثَقَّلَ,ṯaqqala,שָׁקַל,shakál,saqala,direct_cognate_he→ar;lemma_promoted
ثَقُلَ,ṯaqula,שֶׁקֶל,shékel,saqula,direct_cognate_ar→he;lemma_promoted
ثَقُلَ,ṯaqula,שָׁקַל,shakál,saqala,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source;lemma_promoted
ثَقِيل,ṯaqīl,שָׁקַל,shakál,saqil,lemma_promoted
ثَلَاثَة,ṯalāṯa,שְׁלוֹשָׁה,sh'loshá,salas,shared_borrowing_source;lemma_promoted
ثَلَاثَة,ṯalāṯa,שָׁלוֹשׁ,shalósh,salas,shared_borrowing_source
ثَلَاثَة,ṯalāṯa,תְּלַת,t'lát-,salas,shared_borrowing_source
ثَلَاثَة,ṯalāṯa,תִּלְתָּן,tiltā́n,salas,shared_borrowing_source
ثَلَمَ,ṯalama,תֶּלֶם,télem,salama,direct_cognate_ar→he
ثَلِمَ,ṯalima,תֶּלֶם,télem,salima,direct_cognate_ar→he
ثَلْج,ṯalj,שֶׁלֶג,shéleg,salg,direct_cognate_he→ar;shared_borrowing_source
ثَلْم,ṯalm,תֶּלֶם,télem,salim,direct_cognate_ar→he;direct_cognate_he→ar
ثَمَانِيَة,ṯamāniya,שְׁמוֹנָה,sh'moná,samaniy,shared_borrowing_source
ثَمَر,ṯamar,שֶׁמֶר,shémer,samar,shared_borrowing_source
ثَمَر,ṯamar,שָׁמַר,shamár,samar,shared_borrowing_source
ثَمَر,ṯamar,תָּמָר,tamár,samar,direct_cognate_he→ar;shared_borrowing_source
ثَمَلَ,ṯamala,שֶׁמֶר,shémer,samar,shared_borrowing_source
ثَمَلَ,ṯamala,שָׁמַר,shamár,samar,shared_borrowing_source
ثَمَلَ,ṯamala,תָּמָר,tamár,samar,shared_borrowing_source
ثَمَّ,ṯamma,שָׁם,sham,sama,direct_cognate_ar→he;direct_cognate_he→ar
ثَمَّ,ṯamma,שָׁמָּה,sháma,sama,direct_cognate_he→ar
ثَنَى,ṯanā,שָׁנָה,shaná,sana,direct_cognate_he→ar
ثَوْر,ṯawr,שׁוֹר,shor,sawr,direct_cognate_he→ar;shared_borrowing_source
ثُدَّاء,ṯuddāʔ,דֶּשֶׁא,déshe,dasʔ,shared_borrowing_source
ثُدَّاء,ṯuddāʔ,דָּשָׁא,dashá,dasʔ,shared_borrowing_source
ثُقْل,ṯuql,שֶׁקֶל,shékel,suqil,lemma_promoted
ثُقْل,ṯuql,שָׁקַל,shakál,suqal,direct_cognate_he→ar;lemma_promoted
ثُمَالَة,ṯumāla,שֶׁמֶר,shémer,samar,shared_borrowing_source
ثُمَالَة,ṯumāla,שָׁמַר,shamár,samar,shared_borrowing_source
ثُمَالَة,ṯumāla,תָּמָר,tamár,samar,shared_borrowing_source
ثُوم,ṯūm,שׁוּם,shúm,sum,direct_cognate_he→ar;shared_borrowing_source
ثِقَل,ṯiqal,שֶׁקֶל,shékel,siqal,direct_cognate_ar→he
ثِقَل,ṯiqal,שָׁקַל,shakál,siqal,direct_cognate_he→ar
ثِقْل,ṯiql,שֶׁקֶל,shékel,siqil,direct_cognate_ar→he;lemma_promoted
ثِقْل,ṯiql,שָׁקַל,shakál,siqal,direct_cognate_he→ar;lemma_promoted
ثِنْتَانِ,ṯintāni,שְׁנֵי,shnei,sin,shared_borrowing_source
ثِنْتَانِ,ṯintāni,שְׁנַיִם,sh'náyim,sin,shared_borrowing_source
ثِنْتَانِ,ṯintāni,שְׁתֵּי,shtéi,sin,shared_borrowing_source
ثِنْتَانِ,ṯintāni,שְׁתַּיִם,shtáyim,sin-t-ani ~ *isn-at-ani,shared_borrowing_source
جاف,,גּוּף,guf,,lemma_promoted
جَابَرَ,jābara,גִּבּוֹר,gibór,gabara,lemma_promoted
جَابِر,jābir,גִּבּוֹר,gibór,gabir,lemma_promoted
جَار,jār,גֵּר,gér,gar,direct_cognate_ar→he
جَازَ,jāza,אֱגוֹז,egóz,gaz,lemma_promoted
جَاعَ,jāʕa,גָּוַע,gavá,gaʕa,direct_cognate_ar→he;direct_cognate_he→ar
جَافَ,jāfa,גּוּף,guf,gafa,lemma_promoted
جَافّ,jāff,גּוּף,guf,gaf,lemma_promoted
جَال,jāl,גַּל,gál,gal,direct_cognate_ar→he
جَالُوت,jālūt,גׇּלְיָת,golyát,galyat,shared_borrowing_source
جَاهَدَ,jāhada,גִּ׳יהַאד,jihad,jihad,lemma_promoted
جَاهِد,jāhid,גִּ׳יהַאד,jihad,jihad,lemma_promoted
جَبَرَ,jabara,אַלְגֶּבְּרָה,álgebra,jabr,lemma_promoted
جَبَرَ,jabara,גֶּבֶר,géver,gabr,lemma_promoted
جَبَل,jabal,גָ׳בְּלָאוֹת,jabla'ót,jabal,shared_borrowing_source
جَبَل فَارُو,jabal fārū,בַּר,bar,birh,shared_borrowing_source
جَبَل فَارُو,jabal fārū,בָּאר,bár,birh,shared_borrowing_source
جَبَل فَارُو,jabal fārū,בָּר,bar,birh,shared_borrowing_source
جَبَل فَارُو,jabal fārū,פַּרְוֶה,párve,birh,shared_borrowing_source
جَبَل فَارُو,jabal fārū,פרווה,parvá,birh,shared_borrowing_source
جَبَلِيّ,jabaliyy,גָ׳בְּלָאוֹת,jabla'ót,jabaliy,shared_borrowing_source
جَبَى,jabā,גָּבָה,gavá,gaba,direct_cognate_ar→he
جَبَّار,jabbār,גִּבּוֹר,gibór,gabar,direct_cognate_he→ar
جَبَّرَ,jabbara,אַלְגֶּבְּרָה,álgebra,jabr,lemma_promoted
جَبَّرَ,jabbara,גֶּבֶר,géver,gabr,lemma_promoted
جَبُنَ,jabuna,גְּבִינָה,g'viná,gabuna,lemma_promoted
جَبْر,jabr,אַלְגֶּבְּרָה,álgebra,jabr,shared_borrowing_source
جَبْر,jabr,גֶּבֶר,géver,gabr,shared_borrowing_source
جَبْرَائِيل,jabrāʔīl,גַּבְרִיאֵל,gavri'él,gawriʔil,shared_borrowing_source
جَبْهَة,jabha,גַּבָּה,gabá,gabha,direct_cognate_he→ar
جَحْفَل,jaḥfal,גּוּף,guf,gaxfal,direct_cognate_ar→he
جَحْفَلَ,jaḥfala,גּוּף,guf,gaxfala,direct_cognate_ar→he
جَدَّ,jadda,גַּד,gad,gada,direct_cognate_ar→he;lemma_promoted
جَدَّ,jadda,גָּד,gad,gada,direct_cognate_ar→he;lemma_promoted
جَدَّ,jadda,גָּדָה,gadá,gada,lemma_promoted
جَدَّة,jadda,גָּדָה,gadá,gada,direct_cognate_he→ar
جَدَّفَ,jaddafa,גִּדֵּף,gidéf,gadafa,direct_cognate_he→ar
جَدِير,jadīr,גְּדֵרָה,g'derá,gadira,lemma_promoted
جَدِيرَة,jadīra,גְּדֵרָה,g'derá,gadira,direct_cognate_he→ar
جَدّ,jadd,גַּד,gad,gad,direct_cognate_ar→he;lemma_promoted
جَدّ,jadd,גָּד,gad,gad,direct_cognate_ar→he;direct_cognate_he→ar;lemma_promoted
جَدّ,jadd,גָּדָה,gadá,gada,lemma_promoted
جَدْوَار,jadwār,קוֹד,kód,git,shared_borrowing_source
جَدْي,jady,גְּדִי,gdí,gady,direct_cognate_he→ar;shared_borrowing_source
جَدْي,jady,גָּדִי,gádi,gady,direct_cognate_he→ar;shared_borrowing_source
جَذَرَ,jaḏara,גֶּזֶר,gézer,gazara,direct_cognate_ar→he
جَذَرَ,jaḏara,גָּזַר,gazár,gazara,direct_cognate_ar→he
جَذَع,jaḏaʕ,גֶּזַע,géza',gazaʕ,direct_cognate_ar→he
جَذَّعَ,jaḏḏaʕa,גֶּזַע,géza',gazaʕa,direct_cognate_ar→he
جَرَفَ,jarafa,אֶגְרוֹף,egróf,ʔigarafa,direct_cognate_he→ar
جَرَفَ,jarafa,גְּרָף,gráf,garafa,direct_cognate_ar→he;lemma_promoted
جَرَّ,jarra,גֵּרֵר,gerér,garar,direct_cognate_ar→he;lemma_promoted
جَرَّ,jarra,גָּרַר,garár,garar,direct_cognate_ar→he;lemma_promoted
جَرَّفَ,jarrafa,גְּרָף,gráf,garafa,direct_cognate_ar→he;lemma_promoted
جَرّ,jarr,גֵּרֵר,gerér,garir,direct_cognate_ar→he
جَرّ,jarr,גָּרַר,garár,garar,direct_cognate_ar→he
جَرْف,jarf,גְּרָף,gráf,garf,direct_cognate_ar→he
جَرْو,jarw,גִּר,gir,garw,lemma_promoted
جَرْو,jarw,גֵּר,gér,garw,lemma_promoted
جَرْو,jarw,גָּר,gar,garw,lemma_promoted
جَرْو,jarw,גּוּר,gur,garw,direct_cognate_ar→he
جَزَر,jazar,גֶּזֶר,gézer,gazar,shared_borrowing_source
جَزِّين,jazzīn,גְּנִיזָה,g'nizá,ganjam,shared_borrowing_source
جَزِّين,jazzīn,גְּנָזִים,g'nazím,ganjam,shared_borrowing_source
جَزِّين,jazzīn,גָּנַז,ganáz,ganjam,shared_borrowing_source
جَعْبَة,jaʕba,גָּבִיעַ,gavía,gaʕbia,direct_cognate_ar→he
جَفْن,jafn,גֶּפֶן,géfen,gafin,direct_cognate_ar→he
جَفْنَة,jafna,גֶּפֶן,géfen,gafina,direct_cognate_ar→he
جَلَاء,jalāʔ,גָּלוּת,galút,galaʔ,direct_cognate_he→ar
