kind,base,pos,stem,derivation,pansemitic,arabic,arabic_romanization,hebrew,hebrew_romanization,arabic_meaning,hebrew_meaning,proto_root,borrowed_from,evidence_count
lexeme,wadaʕ,verb,G,G,wadaʕ,وَدَعَ,wadaʕa,יָדַע,yadá,"to let, to let be, to suffer","To know, to have sex with.",wdʕ,,1
lexeme,wadaʕ,verb,D,D,waddaʕ,وَدَّعَ,waddaʕa,יִדֵּעַ,yidéa,to forsake,to make definite,wdʕ,,0
lexeme,waddid,name/noun,,n,waddid,وَدّ,wadd,יָדִיד,yadíd,"love, affection, friendship","darling, beloved",wdd,,1
lexeme,wadiaʕ,adj,,n,wadiaʕ,وَدِيع,wadīʕ,יָדוּעַ,yadúa',"mansuetudinous, gentle-hearted","known, famous",wdʕ,,1
lexeme,wadidut,adj,,n,wadidut,وَدِيد,wadīd,יְדִידוּתִי,yedidutí,"one who loves, one who has affection","Friendly, amenable; especially in extended senses.",wddt,,1
lexeme,walad,noun,,n,walad,وَلَد,walad,יֶלֶד,yéled,child (“son or daughter of any age”),"An immature adult; kid, child.",wld,,3
lexeme,walad,verb,G,G,walad,وَلَدَ,walada,יָלַד,yalád,"to bear, to beget","to give birth (""to child""; beget a descendant).",wld,,1
lexeme,walada,verb,Š,Š,šawlada,أَوْلَدَ,ʔawlada,הוֹלִיד,holíd,"to make children to, to cause to give birth","To sire, to father, to beget.",wld,,0
lexeme,walid,noun,,n,walid,وَالِد,wālid,יִלּוֹד,yilód,parent,newborn,wld,,2
lexeme,walīd,adj/noun,,qatiːl,walīd,وَلِيد,walīd,יָלִיד,yalíd,"the product of, the result of, occasioned by, engendered by, sprung from",product (of),wld,,0
lexeme,waqaʕa,verb,G,G,waqaʕa,وَقَعَ,waqaʕa,יָקַע,yaká,to desist,"to become estranged, alienated",wqʕ,,0
lexeme,waqur,adj,,n,waqur,وَقُور,waqūr,יָקָר,yakár,"dignified, staid","dear, precious",wqr,,0
lexeme,waraq,noun,,,waraq,وَرَق,waraq,יָרָק,yarák,"foliage, leaves","herb, vegetable",wrq,,3
lexeme,warasa,verb,Š,Š,šawrasa,أَوْرَثَ,ʔawraṯa,הוֹרִישׁ,horish,to make inherit,"to bequeath, to will (to leave something to someone in their will)",wrṯ,,0
lexeme,warid,noun,,,warid,وَرِيد,warīd,וְרִיד,v'rid,vein,vein,wrd,,0
lexeme,warik,noun,,n,warik,وَرِك,warik,יָרֵךְ,yarékh,"hip, thigh",thigh,wrk,,0
lexeme,warisa,adj/noun,,n,warisa,وَارِث,wāriṯ,יְרֻשָּׁה,y'rushá,"heir, inheritor",inheritance,wrṯ,,2
lexeme,warisa,verb,G,G,warisa,وَرِثَ,wariṯa,יָרַשׁ,yarásh,to inherit,to inherit,wrṯ,,0
lexeme,warsawa,name,,,warsawa,وَارْسُو,warsō,וַרְשָׁה,vársha,Warsaw (the capital city of Poland),Warsaw (the capital city of Poland; the capital city of Masovian Voivodeship),wrs,pl:Warszawa,0
lexeme,wasīq,adj,,qatiːl,wasīq,وَثِيق,waṯīq,וָתִיק,vatík,"trustworthy, reliable","loyal, righteous, trustworthy",wṯq,,0
lexeme,watad,noun,,n,watad,وَتَد,watad,יָתֵד,yatéd,"wood peg, wedge, picket, stake, brad","stake, peg, rod",wtd,,0
lexeme,watar,noun,,n,watar,وَتَر,watar,יֶתֶר,yéter,hypotenuse,hypotenuse,wtr,,0
lexeme,waxada,verb,tD,tD,tawaxxada,تَوَحَّدَ,tawaḥḥada,הִתְאַחֵד,hit'akhéd,"to be unified, to be reduced to one",To unite: to come together as one.,wḥd,,1
lexeme,waxdan,adj,,n,waxdan,وَحْدَانِيّ,waḥdāniyy,מְאֻחָד,m'ukhád,"single, isolated","united, unified",wḥd,,2
lexeme,waxud,noun,,n,waxud,وَحْدَة,waḥda,אִחוּד,ikhúd,"union, unity; oneness (the state of being united as one)",Union.,wḥd,,0
lexeme,waʕil,noun,,,waʕil,وَعِل,waʕil,יָעֵל,ya'él,"antelope, ibex",ibex,wʕl,,0
lexeme,waṣa,verb,D,D,waṣṣa,وَصَّى,waṣṣā,צִוָּה,tsivá,"to ordain, to decree, to command",to command,wṣ,,0
lexeme,waṣiyy,noun,,n+fem,waṣiyya,وَصِيَّة,waṣiyya,מִצְוָה,mitsvá,"commandment, injunction, bidding, ordinance",commandment,wṣy,,2
lexeme,waṣiyy,noun,,n,waṣiyy,وَصِيّ,waṣiyy,צַוָּאָה,tzava'á,"testator, executor, trustee (especially one who carries out the will of a dead person)","will, testament (a formal declaration of one's intent concerning the disposal of one's property and holdings after death)",wṣy,,0
lexeme,widiau,noun,,,widiau,فِيدِيُو,fīdiyū,וִידֵאוֹ,víde'o,video,"a video (television show, movie)",fdy,en:video,3
lexeme,wikšanri,name,,,wikšanri,وِيكَامُوس,wīkāmūs,וִיקִימִלּוֹן,vikimilón,Wiktionary,Wiktionary,wkmls,en:Wiktionary,0
lexeme,wilad,noun,,n,wilad,وِلَادَة,wilāda,יִלּוֹד,yilód,birth (process of childbearing),newborn,wld,,5
lexeme,wirasa,noun,,n,wirasa,وِرَاثَة,wirāṯa,יְרֻשָּׁה,y'rushá,inheritance,inheritance,wrṯ,,2
lexeme,wiski,noun,,,wiski,وِيسْكِي,wiskī,וִיסְקִי,víski,whiskey,whiskey,wsk,en:whiskey,0
lexeme,wrdah,noun,,,wrdah,جُلّ,jull,וֶרֶד,véred,"jasmine, rose",rose,vjl,peo:*vr̥dah,3
lexeme,wrdah,noun,,,wrdah,وَرْد,ward,וֶרֶד,véred,roses,rose,wrd,peo:*vr̥dah,2
lexeme,wrinjiš,noun,,,wrinjiš,بِرِنْج,birinj,אֹרֶז,órez,rice,rice,brnj,ira-pro:*wrinǰiš,2
lexeme,xabl,noun,,,xabl,حَبْل,ḥabl,חֶבֶל,khével,"a rope, a cable; a hawser; a cord; a string; a thread",rope,ḥbl,,0
lexeme,xabu,noun,,,xabu,خَابِيَة,ḵābiya,חָבִית,khavít,"jug, amphora, cask, barrel","A barrel, a cask.",ḫby,,0
lexeme,xabīb,adj/noun,,qatiːl,xabīb,حَبِيب,ḥabīb,חָבִיב,khavív,darling,darling,ḥbb,,2
lexeme,xadada,verb,D,D,xaddada,حَدَّدَ,ḥaddada,חִדֵּד,khidéd,to sharpen,to sharpen,ḥdd,,1
lexeme,xadasa,verb,tD,tD,taxaddasa,تَحَدَّثَ,taḥaddaṯa,הִתְחַדֵּשׁ,hitkhadésh,"to speak, to talk","to regenerate, to renew",ḥdṯ,,0
lexeme,xadd,adj,,n,xadd,حَادّ,ḥādd,חַד,khad-,"sharp, pointed",sharp,ḥdd,,3
lexeme,xadd,adj/noun,,n,xadd,حَدّ,ḥadd,חַד,khad-,"violent, passionate","strong, sharp, piercing, acute",wḥd,,1
lexeme,xadd,adj/noun,,n,xadd,حَدّ,ḥadd,חֹד,khód,"edge, point","tip, apex",wḥd,,0
lexeme,xadin,adj,,n,xadin,حَادٍ,ḥādin,חַד,khad-,first (only in composed numbers),sharp,ḥdn,,1
lexeme,xadis,adj/noun,,n,xadis,حَدِيث,ḥadīṯ,חֲדָשׁוֹת,khadashót,"recent event, fresh news",news,ḥdṯ,,0
lexeme,xadiyaʕasara,adj,,G,xadiyaʕasara,حَادِيَ عَشَرَ,ḥādiya ʕašara,עֲשִׂירִי,asirí,eleventh,tenth,ʕśr,,0
lexeme,xadīs,adj/noun,,qatiːl,xadīs,حَدِيث,ḥadīṯ,חָדִישׁ,khadísh,modern,modern,ḥdṯ,,2
lexeme,xaf,noun,,n,xaf,حَافَة,ḥāfa,חוֹף,khof,"edge, border","beach, shore, coast",ḥff,,0
lexeme,xaff,noun,,n,xaff,حَافَّة,ḥāffa,חוֹף,khof,"edge, border, coast","beach, shore, coast",ḥff,,0
lexeme,xaissan,noun,,n,xaissan,حَاسَّة,ḥāssa,חַיְשָׁן,khaishán,sense organ,sensor,ḥss,,2
lexeme,xajal,noun,,,xajal,حَجَل,ḥajal,חָגְלָה,khoglá,partridge,rock partridge,ḥgl,,0
lexeme,xajj,noun,,,xajj,حَجّ,ḥajj,חַג׳,kháj,"pilgrimage, hajj (pilgrimage to Mecca according to a specific ritual)",hajj (the pilgrimage to Mecca made by pious Muslims; the fifth of the five pillars of Islam),ḥj,,2
lexeme,xakann,noun,,n+fem,xakanna,كَنَّة,kanna,כַּלָּה,kalá,female relative through marriage; sister-in-law or daughter-in-law,daughter-in-law,ḫkn,,0
lexeme,xakim,adj/noun,,n,xakim,حَكِيم,ḥakīm,חָכָם,khakhám,wise,"wise, smart",ḥkm,,0
lexeme,xalab,name/noun,,,xalab,حَلَب,ḥalab,חַאלַבּ,khálab,"Aleppo (the capital city of Aleppo governorate, Syria)","Aleppo (the capital city of Aleppo Governorate, Syria)",ḥlb,,0
lexeme,xalaba,verb,G,G,xalaba,حَلَبَ,ḥalaba,חָלַב,khaláv,to milk,to milk,ḥlb,,0
lexeme,xalada,verb,Š,Š,šaxlada,أَخْلَدَ,ʔaḵlada,הֶחְלִיד,hekhlíd,to age late,to rust,ḫld,,0
lexeme,xalal,adj/noun,,n,xalal,حَلَال,ḥalāl,חִלּוֹנִי,khiloní,"lawful, legal, licit, legitimate.","secular, irreligious",ḥll,,0
lexeme,xalala,verb,Š,Š,šaxlala,أَخَلَّ,ʔaḵalla,הֵחֵל,hekhél,to disturb,"to begin, to start",ḫll,,0
lexeme,xalala,verb,D,D,xallala,حَلَّلَ,ḥallala,חִלֵּל,khilél,"to solve, to dissolve","to desecrate, violate",ḥll,,0
lexeme,xalaṣ,intj/noun,,,xalaṣ,خَلَاص,ḵalāṣ,חָלָס,ḥálas,cut it out! stop it!,stop it! enough!,ḫlṣ,,0
lexeme,xalib,noun,,,xalib,حَلِيب,ḥalīb,חָלָב,khaláv,milk,milk (a white liquid produced by the mammary glands of female mammals to nourish their young),ḥlb,,0
lexeme,xalim,noun,,n,xalim,حَالِم,ḥālim,חֲלוֹם,khalóm,dreamer,dream,ḥlm,,0
lexeme,xalin,adj,,n,xalin,خَالٍ,ḵālin,חִלּוֹנִי,khiloní,celibate,"secular, irreligious",ḫll,,2
lexeme,xalla,verb,G,G,xalla,حَلَّ,ḥalla,חָל,khal,"to occur, to happen","to fall on, to occur, to take place (of an event)",ḥl,,0
lexeme,xalāl,adj/noun,,qataːl,xalāl,حَلَال,ḥalāl,חַלּוֹן,khalón,lawful possession,a free period,ḥll,,0
lexeme,xamas,name/noun,,,xamas,حَمَاس,ḥamās,חַמַאס,khamás,Hamas (a Palestinian Islamist militant group and political organization),Hamas (a Palestinian Islamist militant group and political organization),ḥms,,0
lexeme,xamim,adj/noun,,n,xamim,حَمِيم,ḥamīm,חַם,kham,at a fairly or comfortably high temperature,Hot: at a high temperature.,ḥmm,,2
lexeme,xamim,adj/noun,,n,xamim,حَمِيم,ḥamīm,חֹם,khóm,"hot water, hot bath, fever","Warmth, fever, feverishness.",ḥmm,,1
lexeme,xamir,noun,,n,xamir,خَمِيرَة,ḵamīra,חֶמֶר,khémer,yeast,wine,ḫmr,,0
lexeme,xamiṣ,adj/noun,,,xamiṣ,حَامِض,ḥāmiḍ,חֹמֶץ,khómets,acid,vinegar,ḥmḍ,,1
lexeme,xammār,noun,,qattaːl,xammār,خَمَّار,ḵammār,חֶמֶר,khémer,"a producer of wine or other alcoholic drinks, a winemaker",wine,ḫmr,,0
lexeme,xammāṣ,noun,,qattaːl,xammāṣ,حُمَّاض,ḥummāḍ,חֻמְצָה,khumtzá,acidosis,acid,ḥmḍ,,1
lexeme,xamr,noun,,qatl,xamr,خَمْر,ḵamr,חֶמֶר,khémer,wine,wine,ḫmr,,2
lexeme,xamsataʕašara,num,,G,xamsataʕašara,خَمْسَةَ عَشَرَ,ḵamsata ʕašara,חֲמִישָּׁה,khamishá,fifteen,five,ḫms,,0
lexeme,xamuṣ,adj,,n,xamuṣ,حَمْضِيّ,ḥamḍiyy,חָמוּץ,khamútz,"acid, acidic","sour (having an acidic, sharp or tangy taste)",ḥmḍ,,3
lexeme,xamw,noun,,,xamw,حَم,ḥam,חָם,khám,father-in-law,"father-in-law, in relation to the bride",ḥm,,0
lexeme,xamš,num,,,xamš,خَمْس,ḵams,חָמֵשׁ,khamésh,"masculine of خَمْسَة (ḵamsa, “five”)","feminine of חֲמִישָּׁה (khamishá, “five”)",ḫms,,3
lexeme,xamš,num,,,xamš,خَمْسَة,ḵamsa,חֲמִישָּׁה,khamishá,five,five,ḫms,,3
lexeme,xamṣ,noun,,n,xamṣ,حَمْض,ḥamḍ,חֻמְצָה,khumtzá,acid,acid,ḥmḍ,,2
lexeme,xanak,noun,,n,xanak,حَنَك,ḥanak,חֵךְ,khékh,"palate, palatum durum","palate, roof of the mouth",ḥnk,,0
lexeme,xanaqa,verb,G,G,xanaqa,خَنَقَ,ḵanaqa,חָנַק,khanák,"to strangle, to choke, to suffocate","to suffocate or asphyxiate (a person or animal); to choke, drown, or smother",ḫnq,,0
lexeme,xanusa,noun,,,xanusa,حَانُوت,ḥānūt,חֲנוּת,khanút,"shop, store","shop, store",ḥnt,,0
lexeme,xanūn,adj,,qatuːl,xanūn,حَنُون,ḥanūn,חַנּוּן,khanún,"loving, fond, affectionate; compassionate, merciful, gracious","gracious, merciful, compassionate",ḥnn,,2
lexeme,xapar,verb,G,G,xapar,حَفَرَ,ḥafara,חָפַר,khafár,"to dig, dig out, hollow",to dig,ḥfr,,0
lexeme,xapar,verb,G,G,xapar,خَفِرَ,ḵafira,חָפֵר,khafér,to be shy,to be ashamed,ḫfr,,0
lexeme,xaqak,verb,G,G,xaqak,حَاقَ,ḥāqa,חָקַק,khakák,to befall,"to ingrain, imprint",ḥqq,,0
lexeme,xaqaqa,verb,D,D,xaqqaqa,حَقَّقَ,ḥaqqaqa,חוֹקֵק,khokék,"to attain, to achieve","to engrave, etch",ḥqq,,0
lexeme,xaqq,adj/noun,,n,xaqq,حَقّ,ḥaqq,חֹק,khók,right,rule,ḥqq,,1
lexeme,xaraba,verb,G,G,xaraba,خَرَبَ,ḵaraba,חָרַב,kharáv,"to demolish, devastate","to be destroyed, collapse, fall to destruction",ḫrb,,0
lexeme,xarabah,adj/noun,,n,xarabah,خَرَاب,ḵarāb,חָרְבָּה,khorbáh,"ruination, wreckage, desolation","desolation, destruction, waste, ruin",ḫrb,,1
lexeme,xarar,noun,,n,xarar,حَرَارَة,ḥarāra,חֹרֶף,khóref,temperature,winter,ḥrr,,0
lexeme,xarara,verb,D,D,xarrara,حَرَّرَ,ḥarrara,חֵרֵף,kheréf,to mercerize,"to scorn, despise",ḥrr,,0
lexeme,xaras,verb,G,G,xaras,حَرَثَ,ḥaraṯa,חָרַשׁ,kharásh,"to plow, to till, to cultivate","To plow, plough",ḥrṯ,,0
lexeme,xarb,noun,,,xarb,حَرْب,ḥarb,חֶרֶב,khérev,war,sword,ḥrb,,0
lexeme,xarb,noun,,,xarb,حَرْبَة,ḥarba,חֶרֶב,khérev,"dart, spearhead, bayonet, spike",sword,ḥrb,,0
lexeme,xardal,noun,,n,xardal,خَرْدَل,ḵardal,חַרְדָּל,khardál,mustard (plant and condiment),mustard,ḫrdl,,1
lexeme,xarf,adj/noun,,qatl,xarf,حَرْف,ḥarf,חֹרֶף,khóref,word,winter,ḥrf,,0
lexeme,xaridi,adj/noun,,,xaridi,حَرِيدِيّ,ḥarīdiyy,חֲרֵדִי,kharedí,"Haredi, Charedi, ultra-Orthodox Jew","A Haredi, an ultra-Orthodox Jew.",ḥrdy,,0
lexeme,xarif,adj/noun,,n,xarif,حَرْف,ḥarf,חָרִיף,kharíf,"hardy, strong and/or lean and/or swift","sharp, harsh, sharply critical (of criticism, or of text)",ḥrf,,0
lexeme,xarif,noun,,n,xarif,خَرِيف,ḵarīf,חֹרֶף,khóref,"autumn, fall",winter,ḫrf,,0
lexeme,xarisa,verb,G,G,xarisa,خَرِسَ,ḵarisa,חָרַשׁ,kharásh,"to become silent, keep silent, hold one's tongue","To be silent, not to speak, not to respond.",ḫrs,,0
lexeme,xarrif,adj,,n,xarrif,حَارّ,ḥārr,חָרִיף,kharíf,"hot, burning",spicy (of food),ḥrr,,0
lexeme,xaršup,noun,,,xaršup,أَرْضِي ّ شَوْكِيّ,ʔarḍiyy šawkiyy,חֻרְשָׁף,khursháf,artichoke,artichoke,ʔrḍyšwky,,1
lexeme,xaršup,noun,,,xaršup,خُرْشُوف,ḵuršūf,חֻרְשָׁף,khursháf,artichoke,artichoke,ḫršf,,1
lexeme,xarūb,noun,,qatuːl,xarūb,خَرُّوب,ḵarrūb,חָרוּב,kharúv,carob (fruit and tree of Ceratonia siliqua L.),carob (Ceratonia siliqua),ḫrb,,0
lexeme,xasa,noun,,,xasa,خَسّ,ḵass,חַסָּה,khása,lettuce (Lactuca gen. and Lactuca sativa in particular),"lettuce (an edible plant, Lactuca sativa and its close relatives, having a head of green or purple leaves)",ḫs,,0
lexeme,xasaba,verb,tD,tD,taxassaba,تَحَسَّبَ,taḥassaba,הִתְחַשֵּׁב,hitkhashév,to take precautions,"to consider, to take into account",ḥsb,,0
lexeme,xasaban,noun,,n,xasaban,حَسَب,ḥasab,חֶשְׁבּוֹן,kheshbón,value,an account,ḥsbn,,0
lexeme,xasan,adj/noun,,n,xasan,حَسَنَة,ḥasana,חֹסֶן,khósen,"advantage, merit","riches, treasure",ḥsn,,0
lexeme,xasaran,noun,,n,xasaran,خَسَارَة,ḵasāra,חִסָּרוֹן,khisarón,"loss, damage","disadvantage, shortcoming, drawback",ḫsr,,0
lexeme,xasasa,verb,G,G,xasasa,حَسَّ,ḥassa,חָשׁ,khásh,"to have sensation, perceive by the senses","to sense, to feel: to have a sense, to experience a sensation",ḥss,,0
lexeme,xasasiyy,noun,,n,xasasiyy,حَسَاسِيَّة,ḥasāsiyya,תְּחוּשָׁה,t'khushá,psychological sensitivity; fragility; tenderness,"feeling, sensation (physical, not cognitive/emotional)",ḥss,,0
lexeme,xasban,noun,,n,xasban,حَسْب,ḥasb,חֶשְׁבּוֹן,kheshbón,"reckoning, calculation, computing","arithmetic, mathematics",ḥsbn,,0
lexeme,xasub,noun,,n,xasub,حَاسُوب,ḥāsūb,חִשּׁוּב,khishúv,computer,calculation,ḥsb,,0
lexeme,xasunaʔ,adj/noun,,n,xasunaʔ,حَسْنَاء,ḥasnāʔ,חָסוּן,khasún,extremely beautiful,"protected, sturdy",ḥsn,,0
lexeme,xatama,verb,G,G,xatama,خَتَمَ,ḵatama,חָתַם,ḥɔṯam,to seal,"to sign, to affix a seal",ḫtm,,0
lexeme,xatan,noun,,,xatan,خَتَن,ḵatan,חָתָן,khatán,a man being related through marriage (son-in-law or brother-in-law or father-in-law or bridegroom),son-in-law,ḫtn,,1
lexeme,xatta,adv/conj/prep,,n,xatta,حَتَّى,ḥattā,עַד,ad,"until, as far as, to the point of, even up to","Until, till, up until (a time).",ḥt,,0
lexeme,xawa,name,,,xawa,حَوَّاء,ḥawwāʔ,חַוָּה,khavá,"Eve, the first woman in Abrahamic religions",Eve (the first woman and mother of the human race; Adam's wife),ḥwʔ,,1
lexeme,xawakuk,name,,,xawakuk,حَبَقُّوق,ḥabaqqūq,חֲבַקּוּק,khavakúk,Habakkuk (a Jewish prophet of the Old Testament; author of the book that bears his name),Habakkuk (a Jewish prophet of the Old Testament; author of the book that bears his name),ḥbqq,,0
lexeme,xawil,noun,,n,xawil,حَوْل,ḥawl,חַיִל,kháyil,strength,army,ḥwl,,1
lexeme,xawx,noun,,n,xawx,خَوْخَة,ḵawḵa,חוֹחַ,khóakh,"wicket, aperture, sluice gate, canal lock (in a passage)","aperture, cleft",ḫwḫ,,0
lexeme,xaxam,noun,,,xaxam,حَاخَام,ḥāḵām,חָכָם,khakhám,rabbi,rabbi,ḥḫm,,0
lexeme,xayah,noun,,n,xayah,حَيَاة,ḥayāh,חַיִּים,khayím,life,life (state of being alive),ḥyh,,1
lexeme,xayawa,adj/verb,Š,Š,šaxyawa,أَحْيَا,ʔaḥyā,הֶחֱיָה,hekheyá,"to restore to life, to revive; to restore, to reinstitute","To revive, to resuscitate, to revitalize, to quicken",ḥyw,,2
lexeme,xayawa,verb,G,G,xayawa,حَيِيَ,ḥayiya,חַי,kháy,to live,"to live (to be alive, to have life)",ḥyw,,2
lexeme,xayawan,noun,,n,xayawan,حَيَوَان,ḥayawān,חַיָּה,khayá,"animals, living creatures",animal (organism other than man),ḥyw,,2
lexeme,xayil,noun,,n,xayil,حَيْل,ḥayl,חַיִל,kháyil,"strength, force",army,ḥyl,,1
lexeme,xayy,adj/noun,,n,xayy,حَيّ,ḥayy,חַי,kháy,alive,alive,ḥy,,0
lexeme,xayy,adj/noun,,n,xayy,حَيّ,ḥayy,חַיָּה,khayá,"organism, living being",animal (organism other than man),ḥy,,0
lexeme,xayṣal,noun,,,xayṣal,حَيْصَل,ḥayṣal,חָצִיל,khatsíl,"eggplant, aubergine","eggplant, aubergine (the fruit)",ḥṣl,,0
lexeme,xazaf,noun,,n,xazaf,خَزَف,ḵazaf,חֶרֶס,khéres,"earthenware, ceramic, pottery","pottery, earthenware; clay, ceramics",ḫzf,,0
lexeme,xazn,noun,,qatl,xazn,خَزْن,ḵazn,חֹסֶן,khósen,"storing, accumulation, hoarding, amassing","riches, treasure",ḫzn,,0
lexeme,xazn,noun,,qatl,xazn,خَزْنَة,ḵazna,חֹסֶן,khósen,treasure house,"riches, treasure",ḫzn,,0
lexeme,xašin,adj,,n,xašin,خَشِن,ḵašin,אָשׁוּן,ashún,tough (life),"hard, tough",ḫšn,,0
lexeme,xašiš,noun,,,xašiš,حَشِيش,ḥašīš,חֲשִׁישׁ,khashísh,"hemp, cannabis, hashish",hashish (dried leaves of the Indian hemp plant),ḥšš,,0
lexeme,xaṣibit,noun,,n,xaṣibit,حَصْبَة,ḥaṣba,חַצֶּבֶת,khatsévet,measles,measles,ḥṣbt,,0
lexeme,xaṭaʔ,adj/noun,,n,xaṭaʔ,خَطَأ,ḵaṭaʔ,חֵטְא,khet,"mistake, error","an unintentional sin, done unknowingly",ḫṭʔ,,1
lexeme,xaṭaʔa,verb,Š,Š,šaxṭaʔa,أَخْطَأَ,ʔaḵṭaʔa,הֶחְטִיא,hekhtí',to miss (to fail to hit),"to miss, be off target",ḫṭʔ,,0
lexeme,xaṭib,adj/noun,,n,xaṭib,خَاطِب,ḵāṭib,כָּתוּב,katúv,"betrothed, engaged",written,ḫṭb,,0
lexeme,xaṭifa,verb,G,G,xaṭifa,خَطِفَ,ḵaṭifa,חָטַף,chatáf,"to abduct, to kidnap",to kidnap,ḫṭf,,0
lexeme,xaṭiʔ,adj/noun,,n,xaṭiʔ,خَاطِئَة,ḵāṭiʔa,חַטָּאת,khatát,"sin, sinfulness",A sin.,ḫṭʔ,,2
lexeme,xaṭiʔ,noun,,n,xaṭiʔ,خَطِيئَة,ḵaṭīʔa,חַטָּאת,khatát,sin as a continuing state,A sin.,ḫṭʔ,,2
lexeme,xaṭiʔa,verb,G,G,xaṭiʔa,خَطِئَ,ḵaṭiʔa,חָטָא,khatá,to sin,to sin,ḫṭʔ,,0
lexeme,xaṭṭaʔ,adj,,n,xaṭṭaʔ,خَطَّاء,ḵaṭṭāʔ,חוֹטֵא,khoté,sinner,sinner,ḫṭʔ,,0
lexeme,xdrmt,name,,,xdrmt,حَضْرَمَوْت,ḥaḍramawt,חֲצַרְמָוֶת,ḥăṣarmāweṯ,Hadhramaut (region in southern Arabia),Hazarmaveth (a Biblical character associated with southern Arabia),ḥḍrmwt,xhd:𐩢𐩳𐩧𐩣𐩩,0
lexeme,xibab,noun,,n,xibab,حِبَاب,ḥibāb,חִבָּה,khibá,amity,affection,ḥbb,,0
lexeme,xiddut,noun,,n,xiddut,حِدَّة,ḥidda,חַדּוּת,khadút,sharpness,"sharpness, acuity",ḥdd,,2
lexeme,xijab,noun,,,xijab,حِجَاب,ḥijāb,חִגָ׳אבּ,khijáb,"headscarf, hijab","A hijab, a headscarf: a traditional headscarf worn by Muslim women, covering the hair and neck.",ḥjb,,0
lexeme,xikm,noun,,n+fem,xikma,حِكْمَة,ḥikma,חׇכְמָה,khokhmá,wisdom,wisdom,ḥkm,,0
lexeme,ximar,noun,,,ximar,حِمَار,ḥimār,חְמָאר,khmár,"ass, donkey","idiot, dumbass, jackass, fool",ḥmr,,1
lexeme,ximmiṣ,noun,,n,ximmiṣ,حِمِّص,ḥimmiṣ,חִמְצָה,khimtsá,chickpea,chickpea,ḥmṣ,,1
lexeme,xinnaʔ,noun,,,xinnaʔ,حِنَّاء,ḥinnāʔ,חִינָה,khína,henna; dye prepared from (Lawsonia inermis),henna (the dye),ḥnʔ,,0
lexeme,xinzir,noun,,n,xinzir,خِنْزِير,ḵinzīr,חֲזִיר,khazír,"pig, swine, hog",pig,ḫnzr,,0
lexeme,xinṭ,noun,,n+fem,xinṭa,حِنْطَة,ḥinṭa,חִטָּה,khitá,wheat,wheat,ḥnṭ,,0
lexeme,xiqaq,noun,,n,xiqaq,حِقَاق,ḥiqāq,חֻקָּה,khuká,"litigation, lawsuit","statute, law",ḥqq,,1
lexeme,xirab,noun,,n,xirab,حِرَاب,ḥirāb,חֶרֶב,khérev,warfare,sword,ḥrb,,0
lexeme,xirbah,noun,,n,xirbah,خِرْبَة,ḵirba,חָרְבָּה,khorbáh,"ruined site, wasteland","desolation, destruction, waste, ruin",ḫrb,,0
lexeme,xirm,noun,,qitl,xirm,حِرْم,ḥirm,חֵרֶם,khérem,excommunication,"excommunication (act of excommunicating or ejecting), anathema, taboo, dedication, consecration",ḥrm,,0
lexeme,xirrif,adj/noun,,n,xirrif,حِرِّيف,ḥirrīf,חָרִיף,kharíf,"pungent, acrid (taste)",spicy (of food),ḥrf,,0
lexeme,xisab,noun,,n,xisab,حِسَاب,ḥisāb,חִשּׁוּב,khishúv,calculation,calculation,ḥsb,,3
lexeme,xiziam,noun,,n,xiziam,حِزَام,ḥizām,מְזִיחַ,mezíakh,girdle,"girdle, belt",ḥzm,,1
lexeme,xiṣrim,noun,,n,xiṣrim,حِصْرِم,ḥiṣrim,חַרְצָן,ḥarṣā́n,"unripe grapes, sour grapes, grapes green and acid due to lacking maturity","sour grape, vine fruit green and acid due to lacking maturity",ḥrṣr,,1
lexeme,xiṭmiyy,noun,,n,xiṭmiyy,خِطْمِيّ,ḵiṭmiyy,חֶלְמִית,khelmít,a confectionery marshmallow,mallow,ḫṭmy,,0
lexeme,xiṭʔ,noun,,n,xiṭʔ,خِطْء,ḵiṭʔ,חֵטְא,khet,sin,sin,ḫṭʔ,,2
lexeme,xulam,noun,,n,xulam,حُلْم,ḥulm,חֲלוֹם,khalóm,a dream (something experienced during sleep); vision,dream,ḥlm,,0
lexeme,xulb,noun,,qutl+fem,xulba,حُلْبَة,ḥulba,חִלְבָּה,khilbá,fenugreek,fenugreek,ḥlb,,0
lexeme,xuld,noun,,qutl,xuld,خُلْد,ḵuld,חֹלֶד,khóled,"blind mole-rat., mole-rat",mole-rat,ḫld,,2
lexeme,xumuṣ,noun,,n+fem,xumuṣa,حُمُوضَة,ḥumūḍa,חֻמְצָה,khumtzá,acidity,acid,ḥmḍ,,1
lexeme,xurrif,noun,,n,xurrif,حَرّ,ḥarr,חֹרֶף,khóref,heat,winter,ḥrr,,0
lexeme,xurṭum,noun,,n,xurṭum,خُرْطُوم,ḵurṭūm,חַרְטוֹם,khartóm,"trunk (of an elephant), snout, muzzle, nose","nose (of an animal), beak (of a bird)",ḫrṭm,,0
lexeme,xusban,noun,,n,xusban,حُسْبَان,ḥusbān,חֶשְׁבּוֹן,kheshbón,"calculation, computation","arithmetic, mathematics",ḥsbn,,0
lexeme,xuwirr,adj,,n,xuwirr,حُرّ,ḥurr,חִוֵּר,khivér,free,pale,ḥvr,,2
